id_maquina,antiguedad_anios,uso_semanal_h,temperatura_op_c,material,planta,turno,lote,proveedor,requiere_inspeccion
MQ-0645,7.1,24.1,59.2,acero,Canelones,tarde,L-2,PR-02,0
MQ-0421,7.1,41.4,53.4,polímero,Canelones,mañana,L-1,PR-09,1
MQ-0359,17.5,37.3,68.0,polímero,Rivera,tarde,L-2,PR-05,1
MQ-1185,5.4,38.1,66.8,aluminio,Canelones,tarde,L-2,PR-10,0
MQ-1194,7.3,72.0,79.1,acero,Paysandú,noche,L-1,PR-09,0
MQ-0523,6.2,47.0,54.4,aluminio,Rivera,mañana,L-3,PR-02,0
MQ-0678,1.2,46.5,56.0,acero,Salto,tarde,L-4,PR-08,0
MQ-0820,3.3,39.3,52.2,polímero,Montevideo,mañana,L-3,PR-05,0
MQ-1061,8.8,44.6,54.1,acero,Canelones,tarde,L-1,PR-07,1
MQ-0267,13.7,39.6,46.3,acero,Salto,tarde,L-6,PR-05,1
MQ-0007,10.9,52.2,64.4,acero,Paysandú,tarde,L-4,PR-06,1
MQ-0518,1.5,31.2,50.9,acero,Salto,tarde,L-3,PR-11,0
MQ-0794,8.2,45.2,66.5,acero,Rivera,mañana,L-3,PR-08,0
MQ-0753,12.1,80.0,75.5,acero,Paysandú,mañana,L-2,PR-03,1
MQ-0139,7.9,41.3,53.9,acero,Canelones,tarde,L-6,PR-10,0
MQ-0164,3.0,55.8,55.6,polímero,Canelones,tarde,L-5,PR-01,1
MQ-0707,12.9,37.1,52.4,aluminio,Paysandú,tarde,L-6,PR-09,1
MQ-0527,6.1,35.4,69.0,aluminio,Canelones,mañana,L-4,PR-12,0
MQ-1054,5.2,38.1,59.9,polímero,Canelones,noche,L-1,PR-06,0
MQ-0044,5.3,42.0,82.9,acero,Montevideo,tarde,L-1,PR-11,0
MQ-0739,7.7,34.7,56.3,polímero,Canelones,noche,L-2,PR-08,0
MQ-0726,6.7,52.7,45.2,polímero,Montevideo,noche,L-2,PR-06,1
MQ-0320,15.8,53.0,78.5,aluminio,Paysandú,noche,L-1,PR-12,1
MQ-0770,7.3,38.2,62.7,polímero,Canelones,noche,L-5,PR-12,0
MQ-1163,6.7,30.8,58.2,polímero,Rivera,tarde,L-5,PR-04,0
MQ-0719,2.1,62.4,65.8,aluminio,Montevideo,tarde,L-2,PR-02,1
MQ-0295,2.9,57.2,67.9,acero,Montevideo,noche,L-1,PR-03,0
MQ-1136,10.8,49.7,51.3,aluminio,Montevideo,noche,L-2,PR-02,1
MQ-1004,12.9,63.6,65.8,acero,Rivera,mañana,L-6,PR-07,1
MQ-1038,10.2,46.7,67.1,acero,Montevideo,mañana,L-1,PR-03,1
MQ-0455,4.3,43.5,54.5,acero,Salto,tarde,L-1,PR-02,0
MQ-0020,6.2,20.6,56.4,aluminio,Paysandú,tarde,L-4,PR-09,0
MQ-0983,5.9,41.2,57.3,polímero,Paysandú,mañana,L-3,PR-11,0
MQ-0563,18.0,34.6,67.8,polímero,Canelones,mañana,L-6,PR-09,1
MQ-0940,3.1,27.9,59.4,acero,Montevideo,noche,L-5,PR-06,0
MQ-0713,4.3,41.6,55.0,acero,Rivera,tarde,L-6,PR-02,0
MQ-1103,8.7,69.6,67.6,acero,Montevideo,mañana,L-6,PR-08,1
MQ-0511,9.0,61.7,64.1,acero,Salto,tarde,L-5,PR-07,1
MQ-0431,6.9,46.5,64.2,acero,Salto,mañana,L-2,PR-09,0
MQ-0138,8.9,25.7,49.1,acero,Montevideo,noche,L-4,PR-11,0
MQ-0797,1.7,20.7,56.7,acero,Rivera,mañana,L-4,PR-08,1
MQ-0186,6.5,53.5,65.3,acero,Canelones,noche,L-3,PR-06,0
MQ-0928,13.9,46.0,54.5,acero,Rivera,tarde,L-3,PR-09,1
MQ-0398,9.7,52.8,64.6,aluminio,Montevideo,tarde,L-4,PR-05,0
MQ-1138,11.1,55.9,59.8,aluminio,Montevideo,tarde,L-4,PR-10,1
MQ-0390,3.0,47.5,49.7,polímero,Montevideo,mañana,L-4,PR-03,0
MQ-1128,10.0,60.0,61.9,acero,Montevideo,tarde,L-2,PR-09,1
MQ-0663,13.5,34.8,65.2,acero,Montevideo,mañana,L-6,PR-10,1
MQ-0328,14.1,15.7,41.8,acero,Montevideo,mañana,L-3,PR-04,0
MQ-0318,5.0,61.0,52.8,acero,Montevideo,tarde,L-3,PR-04,0
MQ-0805,5.3,38.9,58.6,aluminio,Rivera,tarde,L-1,PR-05,0
MQ-1156,6.9,32.8,71.2,acero,Rivera,mañana,L-2,PR-08,0
MQ-0514,3.3,44.0,56.1,aluminio,Montevideo,tarde,L-3,PR-12,0
MQ-0705,6.7,43.7,60.3,acero,Canelones,mañana,L-3,PR-11,0
MQ-0769,3.0,67.4,51.8,acero,Montevideo,tarde,L-4,PR-03,1
MQ-0433,12.4,29.3,58.3,acero,Salto,noche,L-5,PR-08,1
MQ-0529,18.0,40.2,61.5,acero,Canelones,mañana,L-2,PR-06,1
MQ-0756,14.9,42.4,53.2,polímero,Montevideo,mañana,L-6,PR-09,1
MQ-0149,2.4,44.4,48.9,aluminio,Salto,noche,L-5,PR-07,0
MQ-0448,2.5,50.2,73.6,aluminio,Montevideo,mañana,L-6,PR-01,1
MQ-0923,9.1,39.3,60.7,polímero,Paysandú,mañana,L-4,PR-01,1
MQ-0737,7.3,36.6,34.4,aluminio,Montevideo,mañana,L-6,PR-06,0
MQ-0946,2.6,62.6,70.8,polímero,Canelones,mañana,L-3,PR-11,1
MQ-0366,8.3,39.0,57.6,acero,Paysandú,mañana,L-3,PR-11,1
MQ-0618,12.6,49.5,53.0,aluminio,Montevideo,mañana,L-2,PR-02,1
MQ-0612,5.1,43.0,62.7,acero,Montevideo,mañana,L-4,PR-08,0
MQ-0790,7.0,34.9,64.6,acero,Rivera,noche,L-1,PR-07,1
MQ-1140,13.3,51.8,64.1,aluminio,Montevideo,mañana,L-6,PR-06,1
MQ-1076,5.7,59.3,70.7,aluminio,Canelones,noche,L-3,PR-06,1
MQ-0524,1.8,40.8,54.4,acero,Rivera,mañana,L-6,PR-06,0
MQ-0233,18.0,46.9,61.9,aluminio,Montevideo,tarde,L-4,PR-05,1
MQ-0592,11.7,56.7,55.7,acero,Canelones,tarde,L-1,PR-05,1
MQ-0817,16.2,70.8,55.4,acero,Canelones,tarde,L-3,PR-12,1
MQ-0447,12.5,45.5,53.2,polímero,Rivera,tarde,L-6,PR-11,1
MQ-0159,3.3,63.4,63.9,acero,Rivera,noche,L-2,PR-01,0
MQ-0316,14.6,43.6,79.8,polímero,Montevideo,mañana,L-4,PR-01,1
MQ-0257,4.6,46.8,78.2,aluminio,Paysandú,tarde,L-5,PR-09,0
MQ-1019,5.1,40.0,66.1,acero,Canelones,mañana,L-1,PR-10,0
MQ-0097,2.8,66.2,59.0,acero,Paysandú,noche,L-2,PR-04,0
MQ-1170,7.0,55.1,66.8,polímero,Montevideo,mañana,L-2,PR-05,1
MQ-1035,6.4,42.7,61.6,acero,Montevideo,tarde,L-2,PR-07,0
MQ-0385,9.5,44.2,63.8,aluminio,Salto,mañana,L-6,PR-06,1
MQ-1047,9.7,67.2,66.7,aluminio,Canelones,mañana,L-3,PR-09,1
MQ-0178,6.2,53.3,50.0,acero,Canelones,mañana,L-3,PR-09,0
MQ-0329,3.6,64.1,57.6,aluminio,Rivera,mañana,L-2,PR-01,1
MQ-0315,1.5,56.7,62.1,acero,Montevideo,noche,L-2,PR-05,0
MQ-0358,1.8,42.1,42.5,acero,Rivera,mañana,L-5,PR-04,0
MQ-0348,6.1,52.5,58.8,aluminio,Canelones,tarde,L-3,PR-09,1
MQ-0464,4.9,39.4,55.8,aluminio,Montevideo,noche,L-4,PR-08,0
MQ-0299,6.2,75.8,69.4,aluminio,Salto,tarde,L-6,PR-12,1
MQ-0814,4.6,42.5,55.6,polímero,Rivera,noche,L-6,PR-03,0
MQ-0836,2.2,47.3,67.3,acero,Paysandú,noche,L-1,PR-12,0
MQ-0759,5.1,58.5,50.4,aluminio,Canelones,mañana,L-6,PR-11,1
MQ-0681,8.2,54.4,57.2,acero,Canelones,noche,L-3,PR-09,0
MQ-0784,4.6,56.2,57.1,acero,Rivera,mañana,L-2,PR-01,0
MQ-0636,8.7,50.6,66.6,acero,Montevideo,tarde,L-4,PR-11,1
MQ-0250,4.0,51.7,55.9,aluminio,Paysandú,tarde,L-6,PR-08,0
MQ-0772,14.7,47.4,45.8,aluminio,Rivera,mañana,L-2,PR-08,1
MQ-0016,7.3,31.8,72.4,acero,Canelones,tarde,L-1,PR-05,0
MQ-0160,10.6,45.7,44.1,acero,Montevideo,mañana,L-5,PR-09,1
MQ-0702,10.7,33.8,56.7,aluminio,Rivera,mañana,L-1,PR-12,1
MQ-0588,12.7,32.8,49.3,acero,Montevideo,tarde,L-4,PR-08,1
MQ-0361,13.3,52.6,52.4,aluminio,Canelones,mañana,L-3,PR-02,1
MQ-0049,15.8,26.7,45.2,aluminio,Montevideo,mañana,L-2,PR-02,1
MQ-0633,11.4,35.3,52.0,aluminio,Salto,mañana,L-4,PR-03,0
MQ-0331,7.1,39.4,45.0,aluminio,Rivera,mañana,L-3,PR-02,0
MQ-1098,7.0,63.9,59.8,acero,Montevideo,noche,L-1,PR-06,1
MQ-0468,3.9,54.7,60.0,polímero,Salto,mañana,L-3,PR-08,1
MQ-0113,5.5,55.2,61.5,acero,Canelones,mañana,L-4,PR-09,0
MQ-0339,2.5,60.3,80.7,polímero,Montevideo,mañana,L-4,PR-12,1
MQ-0308,7.0,51.0,55.2,aluminio,Montevideo,mañana,L-6,PR-09,1
MQ-0907,7.0,50.7,50.8,acero,Salto,noche,L-1,PR-04,0
MQ-0423,7.9,50.8,56.1,polímero,Montevideo,mañana,L-1,PR-01,1
MQ-0999,5.6,43.3,61.4,aluminio,Salto,tarde,L-1,PR-03,0
MQ-0981,10.5,68.1,64.1,aluminio,Rivera,tarde,L-1,PR-03,1
MQ-0484,12.6,31.2,46.7,acero,Paysandú,tarde,L-4,PR-11,1
MQ-0761,11.0,52.1,50.5,aluminio,Montevideo,noche,L-2,PR-10,1
MQ-0821,6.1,50.7,71.6,polímero,Salto,noche,L-3,PR-10,1
MQ-0622,1.9,23.7,61.8,acero,Canelones,tarde,L-6,PR-04,0
MQ-0396,12.4,31.9,51.9,aluminio,Paysandú,tarde,L-5,PR-02,1
MQ-0881,3.5,53.6,47.3,acero,Montevideo,tarde,L-5,PR-05,1
MQ-0886,2.8,40.0,50.1,acero,Montevideo,noche,L-1,PR-11,0
MQ-0128,12.0,48.3,60.5,polímero,Rivera,noche,L-6,PR-07,1
MQ-0651,4.5,51.6,66.7,aluminio,Rivera,mañana,L-2,PR-04,1
MQ-1109,12.4,43.8,58.0,aluminio,Paysandú,tarde,L-2,PR-06,1
MQ-0656,1.8,14.4,65.1,acero,Salto,mañana,L-4,PR-11,0
MQ-0579,16.2,43.4,65.6,aluminio,Montevideo,tarde,L-4,PR-11,1
MQ-0450,0.9,18.5,54.6,aluminio,Paysandú,tarde,L-2,PR-02,0
MQ-0238,7.5,26.3,65.2,polímero,Rivera,mañana,L-6,PR-01,0
MQ-0168,2.8,45.0,69.0,polímero,Montevideo,mañana,L-6,PR-02,0
MQ-0993,2.3,24.7,54.0,acero,Rivera,tarde,L-1,PR-11,0
MQ-1042,7.4,49.8,53.8,polímero,Canelones,tarde,L-6,PR-11,0
MQ-0081,7.1,54.7,59.1,aluminio,Paysandú,mañana,L-1,PR-08,1
MQ-0415,4.9,47.9,55.6,polímero,Paysandú,mañana,L-5,PR-05,0
MQ-0931,2.2,56.0,44.3,aluminio,Salto,mañana,L-2,PR-06,1
MQ-0301,5.9,35.9,60.8,polímero,Paysandú,tarde,L-2,PR-04,0
MQ-0620,5.0,59.3,57.8,polímero,Canelones,tarde,L-1,PR-10,1
MQ-0325,11.4,66.6,61.0,acero,Montevideo,mañana,L-6,PR-05,1
MQ-0472,14.9,55.7,49.0,aluminio,Canelones,mañana,L-6,PR-06,1
MQ-0216,6.6,60.7,64.9,polímero,Canelones,tarde,L-4,PR-11,1
MQ-0599,5.5,30.2,51.7,acero,Montevideo,noche,L-5,PR-12,0
MQ-0031,6.4,52.0,47.4,acero,Salto,mañana,L-1,PR-11,0
MQ-0243,18.0,19.8,46.6,acero,Rivera,noche,L-6,PR-01,0
MQ-0703,10.6,48.7,44.2,aluminio,Montevideo,noche,L-6,PR-10,1
MQ-0913,11.8,35.3,37.8,acero,Montevideo,mañana,L-4,PR-01,1
MQ-0961,11.9,35.5,60.6,aluminio,Paysandú,noche,L-1,PR-06,1
MQ-0210,5.4,51.7,67.5,polímero,Salto,mañana,L-1,PR-02,1
MQ-0548,5.2,47.1,58.4,acero,Salto,noche,L-1,PR-12,0
MQ-0748,5.1,30.0,66.7,acero,Rivera,tarde,L-3,PR-06,0
MQ-0919,17.5,56.5,70.5,acero,Montevideo,noche,L-1,PR-05,1
MQ-0436,11.0,77.6,44.4,acero,Montevideo,mañana,L-5,PR-06,1
MQ-0028,5.5,28.8,54.8,aluminio,Canelones,tarde,L-4,PR-01,1
MQ-1064,4.4,51.9,60.3,aluminio,Salto,tarde,L-2,PR-06,1
MQ-1153,9.6,53.0,84.5,aluminio,Canelones,mañana,L-6,PR-01,1
MQ-0123,4.3,10.1,60.5,aluminio,Rivera,noche,L-6,PR-10,0
MQ-1090,5.4,38.8,54.3,aluminio,Rivera,mañana,L-1,PR-01,0
MQ-0463,3.6,69.4,60.8,polímero,Rivera,mañana,L-3,PR-02,1
MQ-1032,5.7,35.3,57.1,acero,Canelones,mañana,L-6,PR-01,0
MQ-1122,6.6,55.5,60.0,acero,Paysandú,tarde,L-6,PR-07,0
MQ-0644,4.2,41.3,62.6,aluminio,Rivera,noche,L-3,PR-02,0
MQ-0937,8.2,49.7,61.5,acero,Montevideo,noche,L-2,PR-08,1
MQ-0738,2.6,36.7,72.8,aluminio,Rivera,noche,L-5,PR-10,0
MQ-0747,9.7,47.1,52.7,acero,Salto,mañana,L-2,PR-04,1
MQ-0505,8.2,26.8,62.6,aluminio,Salto,noche,L-6,PR-06,0
MQ-0203,4.6,41.3,57.6,acero,Paysandú,mañana,L-4,PR-08,0
MQ-0404,13.4,41.3,49.0,aluminio,Montevideo,mañana,L-3,PR-12,0
MQ-0565,2.2,59.5,45.5,acero,Montevideo,noche,L-1,PR-11,0
MQ-1184,0.3,42.1,51.0,acero,Salto,mañana,L-1,PR-10,0
MQ-0363,7.0,46.6,60.7,polímero,Paysandú,mañana,L-2,PR-06,0
MQ-0272,14.2,50.7,53.2,polímero,Paysandú,tarde,L-2,PR-03,1
MQ-0467,5.7,41.9,50.1,acero,Montevideo,noche,L-5,PR-03,0
MQ-1102,10.4,57.9,56.0,aluminio,Rivera,noche,L-1,PR-01,1
MQ-1065,4.8,55.6,51.6,acero,Paysandú,noche,L-1,PR-08,0
MQ-1095,11.2,59.7,63.8,acero,Paysandú,mañana,L-2,PR-11,1
MQ-0273,1.1,21.4,31.3,polímero,Paysandú,tarde,L-4,PR-04,0
MQ-0278,8.0,62.8,71.2,polímero,Paysandú,tarde,L-6,PR-03,0
MQ-1063,6.3,61.8,56.0,acero,Rivera,tarde,L-4,PR-12,0
MQ-0013,9.4,42.6,45.7,acero,Canelones,mañana,L-2,PR-01,1
MQ-0603,3.8,41.2,55.0,aluminio,Rivera,mañana,L-6,PR-01,0
MQ-0674,4.9,50.8,51.8,polímero,Canelones,tarde,L-6,PR-06,0
MQ-0211,5.6,47.4,55.5,acero,Paysandú,mañana,L-1,PR-06,0
MQ-1074,12.9,49.0,56.6,aluminio,Montevideo,noche,L-6,PR-03,1
MQ-0962,5.6,43.1,59.7,acero,Rivera,tarde,L-1,PR-09,0
MQ-0148,8.6,39.6,54.1,acero,Canelones,noche,L-5,PR-09,1
MQ-0443,7.4,31.7,51.4,aluminio,Montevideo,mañana,L-1,PR-06,0
MQ-0300,4.8,29.0,56.6,acero,Montevideo,noche,L-5,PR-06,0
MQ-0116,3.9,29.7,57.1,acero,Salto,tarde,L-1,PR-05,0
MQ-0376,8.3,35.5,55.6,acero,Montevideo,noche,L-1,PR-02,1
MQ-0641,10.9,61.7,66.6,aluminio,Salto,tarde,L-6,PR-06,1
MQ-1172,5.1,67.7,70.7,polímero,Montevideo,mañana,L-3,PR-01,1
MQ-0675,15.4,32.9,49.9,acero,Paysandú,mañana,L-3,PR-05,1
MQ-0473,3.2,30.4,40.8,aluminio,Montevideo,tarde,L-6,PR-11,0
MQ-0659,10.8,52.3,67.3,polímero,Rivera,mañana,L-4,PR-09,1
MQ-1083,9.0,67.2,60.7,acero,Canelones,tarde,L-1,PR-10,0
MQ-0389,9.9,47.0,58.2,acero,Paysandú,tarde,L-5,PR-07,1
MQ-0023,4.1,66.4,54.1,polímero,Canelones,noche,L-1,PR-05,0
MQ-0910,8.2,68.8,58.2,polímero,Montevideo,noche,L-5,PR-04,1
MQ-0873,0.5,8.9,50.5,polímero,Paysandú,mañana,L-4,PR-04,0
MQ-0424,14.9,46.8,62.4,acero,Montevideo,mañana,L-4,PR-02,1
MQ-0948,5.2,38.4,65.9,acero,Salto,tarde,L-5,PR-06,0
MQ-0869,16.7,55.6,66.4,polímero,Rivera,mañana,L-5,PR-03,1
MQ-0649,16.9,40.4,38.0,polímero,Salto,tarde,L-5,PR-08,1
MQ-1198,5.7,28.1,58.7,polímero,Canelones,tarde,L-3,PR-04,0
MQ-0143,9.5,53.9,47.8,polímero,Montevideo,mañana,L-6,PR-12,1
MQ-0051,9.2,49.1,58.7,acero,Montevideo,mañana,L-4,PR-11,1
MQ-0672,4.3,38.7,56.8,aluminio,Salto,mañana,L-6,PR-11,0
MQ-0733,14.8,33.9,58.8,acero,Rivera,mañana,L-2,PR-07,1
MQ-0082,2.0,57.8,66.1,acero,Rivera,noche,L-1,PR-07,0
MQ-0483,18.0,28.5,59.0,polímero,Salto,tarde,L-5,PR-09,1
MQ-0322,4.4,30.6,56.9,polímero,Montevideo,mañana,L-2,PR-11,0
MQ-0958,8.4,47.0,52.5,polímero,Paysandú,mañana,L-6,PR-11,1
MQ-0816,2.5,41.9,58.1,polímero,Montevideo,tarde,L-3,PR-11,0
MQ-1142,8.5,39.7,60.3,aluminio,Montevideo,noche,L-6,PR-12,1
MQ-0067,2.9,62.7,52.6,aluminio,Montevideo,noche,L-2,PR-05,1
MQ-0917,4.1,40.0,52.1,acero,Montevideo,mañana,L-5,PR-12,0
MQ-0899,5.5,58.6,65.2,aluminio,Canelones,tarde,L-6,PR-12,0
MQ-0744,3.3,42.9,55.6,acero,Salto,tarde,L-3,PR-09,0
MQ-0418,9.9,36.7,66.2,aluminio,Canelones,noche,L-5,PR-12,1
MQ-0715,5.5,43.9,65.9,aluminio,Paysandú,mañana,L-6,PR-05,0
MQ-0065,6.6,66.4,47.0,acero,Canelones,noche,L-4,PR-06,0
MQ-0903,8.6,48.5,57.3,acero,Montevideo,mañana,L-2,PR-05,1
MQ-0894,4.5,29.9,60.3,acero,Canelones,tarde,L-2,PR-12,1
MQ-0701,3.8,17.7,39.0,aluminio,Montevideo,noche,L-4,PR-10,0
MQ-0492,3.9,42.2,67.0,aluminio,Salto,noche,L-2,PR-12,0
MQ-0706,4.4,41.5,48.8,aluminio,Montevideo,mañana,L-4,PR-04,1
MQ-0796,3.3,28.7,55.5,aluminio,Rivera,noche,L-1,PR-07,0
MQ-0066,8.5,35.3,74.5,aluminio,Montevideo,tarde,L-1,PR-06,1
MQ-0978,3.4,52.9,58.6,acero,Salto,mañana,L-2,PR-08,0
MQ-0573,0.9,54.9,62.2,acero,Montevideo,mañana,L-1,PR-09,0
MQ-0968,7.4,20.7,46.7,polímero,Canelones,mañana,L-6,PR-06,0
MQ-0297,3.6,56.4,37.5,acero,Canelones,noche,L-4,PR-10,0
MQ-0420,7.4,37.7,65.6,acero,Rivera,noche,L-3,PR-07,1
MQ-0439,4.7,43.5,57.0,polímero,Rivera,mañana,L-4,PR-08,0
MQ-0262,18.0,54.9,67.3,acero,Montevideo,mañana,L-6,PR-11,1
MQ-0699,16.0,36.9,55.3,acero,Canelones,tarde,L-2,PR-06,0
MQ-0282,1.1,58.9,62.9,polímero,Salto,noche,L-3,PR-03,1
MQ-0795,4.3,55.5,52.8,polímero,Montevideo,tarde,L-1,PR-03,1
MQ-1158,4.2,53.9,64.2,polímero,Rivera,tarde,L-6,PR-06,1
MQ-0189,10.2,57.8,66.5,aluminio,Paysandú,noche,L-2,PR-11,1
MQ-0889,7.4,54.0,66.7,acero,Montevideo,tarde,L-4,PR-09,0
MQ-0252,4.0,41.9,58.9,acero,Rivera,noche,L-6,PR-11,0
MQ-0700,5.1,63.3,69.1,aluminio,Paysandú,tarde,L-6,PR-11,1
MQ-0515,5.0,43.2,49.9,polímero,Salto,mañana,L-2,PR-01,0
MQ-0596,1.9,36.4,57.1,polímero,Salto,noche,L-2,PR-07,0
MQ-0488,5.7,56.9,53.2,acero,Canelones,noche,L-1,PR-10,0
MQ-0274,7.3,23.6,60.8,acero,Canelones,mañana,L-6,PR-09,0
MQ-0953,14.5,35.4,83.2,acero,Montevideo,mañana,L-4,PR-09,1
MQ-1077,4.4,47.5,58.8,aluminio,Rivera,tarde,L-6,PR-02,0
MQ-0449,15.2,45.5,68.7,polímero,Montevideo,noche,L-4,PR-07,1
MQ-0412,4.6,40.2,69.2,aluminio,Salto,mañana,L-2,PR-07,0
MQ-1075,4.9,65.3,62.4,acero,Montevideo,tarde,L-4,PR-03,0
MQ-0723,5.4,29.0,56.3,polímero,Canelones,mañana,L-6,PR-11,0
MQ-0927,5.4,51.4,65.3,acero,Paysandú,tarde,L-4,PR-02,0
MQ-1168,6.4,21.5,64.0,acero,Rivera,mañana,L-2,PR-08,0
MQ-0150,4.0,54.6,60.5,polímero,Canelones,mañana,L-4,PR-05,1
MQ-0219,6.2,49.8,54.1,acero,Canelones,tarde,L-5,PR-01,0
MQ-0240,10.8,51.3,58.2,acero,Montevideo,mañana,L-2,PR-10,1
MQ-1092,18.0,70.8,61.4,acero,Canelones,mañana,L-1,PR-07,1
MQ-0193,0.9,43.4,61.3,acero,Salto,tarde,L-1,PR-09,0
MQ-0192,3.2,28.9,62.5,polímero,Canelones,tarde,L-2,PR-08,0
MQ-0692,5.2,50.6,75.8,acero,Canelones,mañana,L-5,PR-06,0
MQ-0661,4.1,64.7,58.7,acero,Canelones,noche,L-4,PR-01,0
MQ-0929,9.6,32.8,61.8,aluminio,Paysandú,mañana,L-6,PR-10,1
MQ-1116,10.9,43.0,43.0,acero,Rivera,noche,L-3,PR-06,0
MQ-0883,2.6,67.1,61.0,acero,Canelones,mañana,L-5,PR-11,0
MQ-0934,6.5,48.4,63.0,polímero,Canelones,mañana,L-2,PR-02,1
MQ-0714,9.2,35.1,66.5,acero,Montevideo,mañana,L-6,PR-08,1
MQ-0583,1.9,68.3,63.9,acero,Montevideo,noche,L-5,PR-04,0
MQ-1016,7.2,19.3,60.9,acero,Montevideo,noche,L-2,PR-01,0
MQ-0324,13.8,55.2,59.2,acero,Salto,noche,L-3,PR-09,1
MQ-0925,8.8,80.0,61.6,aluminio,Rivera,mañana,L-1,PR-10,1
MQ-0857,3.0,28.4,46.4,aluminio,Paysandú,mañana,L-5,PR-05,0
MQ-0664,7.5,40.2,58.7,acero,Paysandú,mañana,L-6,PR-06,0
MQ-0438,10.0,47.5,61.1,acero,Salto,tarde,L-1,PR-05,1
MQ-0895,3.3,21.4,63.6,acero,Montevideo,tarde,L-4,PR-03,0
MQ-0840,2.0,28.6,53.3,acero,Salto,tarde,L-5,PR-02,0
MQ-0342,7.3,56.0,53.0,aluminio,Montevideo,tarde,L-3,PR-01,1
MQ-0003,6.8,58.6,60.1,acero,Rivera,mañana,L-5,PR-09,0
MQ-0230,3.6,57.7,68.1,aluminio,Rivera,tarde,L-4,PR-01,1
MQ-0652,6.5,38.9,53.7,polímero,Canelones,mañana,L-4,PR-03,0
MQ-1157,7.5,39.4,61.2,acero,Salto,mañana,L-6,PR-10,0
MQ-0077,7.2,20.6,52.1,polímero,Salto,tarde,L-6,PR-08,0
MQ-1107,5.3,64.5,79.3,acero,Montevideo,mañana,L-3,PR-06,0
MQ-0372,5.5,40.0,42.7,acero,Salto,mañana,L-5,PR-12,0
MQ-0181,6.2,49.3,59.0,polímero,Rivera,noche,L-4,PR-04,1
MQ-0717,9.9,43.2,63.5,acero,Paysandú,noche,L-6,PR-01,1
MQ-0578,12.5,56.2,58.4,acero,Canelones,mañana,L-6,PR-03,1
MQ-1147,18.0,60.0,59.5,acero,Canelones,mañana,L-2,PR-12,1
MQ-0991,7.9,49.0,68.6,acero,Rivera,noche,L-6,PR-08,0
MQ-1026,6.8,28.1,69.2,acero,Canelones,mañana,L-6,PR-01,0
MQ-1011,2.6,30.0,46.7,acero,Canelones,tarde,L-4,PR-04,0
MQ-0653,1.7,12.4,49.3,aluminio,Canelones,mañana,L-6,PR-08,0
MQ-0590,10.0,29.0,63.5,acero,Montevideo,noche,L-2,PR-08,0
MQ-0778,1.5,66.8,67.2,aluminio,Paysandú,noche,L-1,PR-04,1
MQ-0819,7.4,17.0,49.3,acero,Paysandú,mañana,L-4,PR-05,0
MQ-0966,3.1,68.1,53.0,acero,Rivera,tarde,L-3,PR-08,0
MQ-0890,13.3,43.8,54.1,aluminio,Rivera,mañana,L-3,PR-10,1
MQ-0038,7.5,34.5,53.0,acero,Canelones,mañana,L-5,PR-06,0
MQ-0354,8.3,48.3,55.4,acero,Rivera,tarde,L-6,PR-10,1
MQ-1099,13.9,35.6,53.0,aluminio,Montevideo,mañana,L-2,PR-08,1
MQ-0237,12.0,52.9,66.8,acero,Montevideo,noche,L-4,PR-11,1
MQ-0936,10.9,22.2,50.6,aluminio,Canelones,noche,L-2,PR-02,0
MQ-0500,4.9,51.1,60.6,polímero,Montevideo,tarde,L-4,PR-08,1
MQ-0554,2.8,46.2,57.7,acero,Paysandú,mañana,L-4,PR-09,0
MQ-0056,6.1,20.4,71.7,polímero,Montevideo,tarde,L-3,PR-01,0
MQ-0303,10.9,42.4,52.0,acero,Montevideo,mañana,L-3,PR-11,1
MQ-0287,1.7,25.2,51.0,aluminio,Paysandú,noche,L-4,PR-12,0
MQ-0975,3.7,56.6,60.6,aluminio,Montevideo,tarde,L-4,PR-04,1
MQ-0220,8.4,44.2,52.7,acero,Rivera,tarde,L-4,PR-03,1
MQ-0642,15.0,29.7,66.3,acero,Montevideo,tarde,L-2,PR-07,0
MQ-0388,1.6,66.4,53.0,aluminio,Canelones,mañana,L-3,PR-05,1
MQ-0743,2.8,57.6,79.0,polímero,Rivera,tarde,L-5,PR-06,1
MQ-0391,1.9,43.6,70.0,aluminio,Canelones,mañana,L-4,PR-12,0
MQ-0353,1.4,60.0,66.0,aluminio,Montevideo,noche,L-3,PR-02,1
MQ-0194,11.1,33.2,58.8,aluminio,Montevideo,tarde,L-1,PR-04,1
MQ-0236,3.8,49.2,59.2,acero,Montevideo,noche,L-3,PR-08,0
MQ-0997,13.5,52.3,54.2,polímero,Canelones,mañana,L-2,PR-10,1
MQ-0481,11.1,51.1,51.7,acero,Canelones,mañana,L-1,PR-07,1
MQ-0568,7.4,33.0,62.2,aluminio,Montevideo,tarde,L-2,PR-02,0
MQ-0117,14.2,55.5,44.4,acero,Salto,tarde,L-3,PR-10,1
MQ-0955,5.1,26.8,57.7,polímero,Paysandú,mañana,L-3,PR-02,0
MQ-0967,14.2,18.7,52.0,acero,Rivera,mañana,L-2,PR-08,0
MQ-1110,10.1,57.6,32.6,aluminio,Montevideo,mañana,L-6,PR-09,1
MQ-0771,5.5,27.2,70.3,acero,Rivera,mañana,L-5,PR-10,0
MQ-0783,5.1,43.5,56.8,polímero,Canelones,mañana,L-5,PR-02,0
