id_registro,id_maquina,planta,modelo_equipo,turno,antiguedad_meses,horas_operacion,n_mantenimientos_previos,temperatura_c,vibracion_mm_s,presion_bar,consumo_kwh,costo_reparacion_usd,fallo
1882,MQ-0177,Sur,TL-90,noche,88.0,14075.0,4,71.27,3.992,6.23,763.1,1281.4,1
388,MQ-0058,Este,XR-350,noche,30.0,8085.0,3,72.58,4.23,6.83,476.2,5517.02,1
3115,MQ-0008,Norte,XR 200,noche,34.0,5820.0,3,67.45,,5.33,532.2,,0
3704,MQ-0013,Sur,BM-500,tarde,64.0,8544.0,6,58.44,1.417,5.57,437.4,,0
2583,MQ-0165,Oeste,XR 350,mañana,28.0,3708.0,1,,6.399,6.39,679.0,4776.28,1
1807,MQ-0134,Sur,TL-90,noche,16.0,2411.0,2,81.64,0.728,7.3,569.2,,0
2380,MQ-0015,Norte,XR-200,tarde,37.0,7221.0,2,73.05,12.067,8.1,554.2,1226.81,1
2286,MQ-0078,Sur,TL-120,noche,42.0,6503.0,4,62.64,7.651,6.83,,1091.48,1
184,MQ-0024,Oeste,TL-90,tarde,21.0,8121.0,2,,1.047,5.89,710.1,,0
2863,MQ-0053,Este,TL-90,mañana,12.0,740.0,0,64.34,5.385,7.01,420.8,,0
633,MQ-0036,Sur,XR-350,tarde,53.0,7022.0,1,67.67,2.201,6.24,533.7,,0
2260,MQ-0123,Norte,TL-120,noche,70.0,9899.0,2,82.18,1.255,6.22,622.5,,0
673,MQ-0111,Sur,TL-120,mañana,46.0,5441.0,4,83.43,2.433,6.85,628.3,,0
3409,MQ-0147,Este,XR-350,mañana,27.0,4633.0,1,83.56,1.015,5.66,599.3,,0
2425,MQ-0110,Norte,XR-350,mañana,40.0,7120.0,1,67.82,1.198,6.3,592.2,,0
1091,MQ-0117,Norte,XR-200,tarde,44.0,8793.0,3,86.83,2.227,6.24,739.2,,0
2311,MQ-0033,Sur,XR-350,tarde,32.0,7418.0,0,69.48,1.863,6.25,598.3,2418.54,1
4004,MQ-0136,Sur,TL-90,tarde,60.0,11076.0,4,68.24,2.515,6.73,660.4,5064.51,1
1748,MQ-0087,Sur,BM-500,tarde,15.0,2842.0,1,83.8,1.481,7.85,431.5,,0
4171,MQ-0056,Sur,XR-350,noche,20.0,2773.0,1,86.81,2.876,6.68,535.4,,0
2222,MQ-0071,Sur,XR-350,mañana,40.0,7416.0,3,68.87,2.761,6.22,564.1,,0
965,MQ-0067,Este,TL-90,noche,29.0,3496.0,2,83.02,,6.65,479.1,,0
100,MQ-0059,Norte, XR-200 ,mañana,78.0,11324.0,5,61.64,1.906,5.83,513.5,,0
4200,MQ-0050,Sur,BM 500,tarde,18.0,4469.0,0,69.53,1.78,7.13,492.9,,0
3982,MQ-0034,Oeste,TL-90,mañana,55.0,10530.0,2,66.68,2.733,6.81,646.8,,0
3611,MQ-0004,Sur,XR-350,mañana,86.0,13377.0,4,78.89,10.424,6.39,687.4,1506.32,1
2093,MQ-0120,Oeste,XR-200,mañana,79.0,11791.0,4,82.4,,5.68,792.9,2451.13,1
182,MQ-0069,Este,XR 350,noche,35.0,3065.0,1,71.0,1.141,6.47,441.3,,0
2732,MQ-0149,Norte,XR-200,mañana,45.0,9843.0,2,82.6,2.221,7.18,779.9,,0
3918,MQ-0121,Norte,TL-90,mañana,44.0,6821.0,2,69.21,1.666,6.45,561.1,,0
201,MQ-0132,Norte,BM-500,tarde,29.0,6366.0,0,80.67,1.815,6.38,660.7,,0
455,MQ-0009,Oeste,XR-200,tarde,24.0,4486.0,1,66.45,0.802,6.18,532.3,,0
855,MQ-0002,Sur,XR 350,tarde,7.0,3024.0,0,64.06,6.25,5.85,446.3,,0
2037,MQ-0124,Oeste,tl90,tarde,40.0,9176.0,1,57.25,2.046,5.51,,,0
1103,MQ-0177,Sur,xr200,mañana,86.0,17545.0,3,68.19,2.221,6.53,749.4,,0
441,MQ-0008,Norte, XR-350 ,tarde,47.0,4196.0,2,83.54,2.357,6.71,641.0,,0
2243,MQ-0159,Norte,XR-350,mañana,58.0,11667.0,4,78.83,0.84,7.48,780.7,,0
2424,MQ-0140,Norte,XR-350,mañana,39.0,7244.0,0,79.43,1.651,5.68,641.3,,0
3174,MQ-0094,Sur,XR-200,mañana,31.0,3865.0,4,65.67,1.639,7.32,,1490.41,1
433,MQ-0055,Norte,XR-200,mañana,40.0,7785.0,2,82.32,,6.83,656.2,,0
743,MQ-0160,Sur,TL 120,tarde,47.0,9002.0,2,88.06,1.342,6.17,739.0,,0
3399,MQ-0137,Sur,TL-90,mañana,30.0,4642.0,1,80.94,3.712,5.42,559.6,,0
3491,MQ-0125,Sur,XR-200,tarde,52.0,8551.0,3,68.21,1.702,5.72,480.8,,0
3116,MQ-0105,Norte,BM-500,tarde,28.0,905.0,0,63.9,3.934,6.63,367.1,,0
1189,MQ-0110,Sur,XR-200,noche,21.0,7316.0,0,56.83,0.742,6.29,533.0,,0
2313,MQ-0055,Norte,TL-90,tarde,33.0,5633.0,1,,1.393,6.71,617.8,,0
2067,MQ-0158,Este,TL-90,mañana,52.0,9818.0,0,76.77,1.104,5.32,629.4,,0
2733,MQ-0176,Oeste,bm500,mañana,38.0,3849.0,2,79.01,1.361,6.68,607.6,,0
1158,MQ-0152,Norte,XR-350,tarde,17.0,6945.0,0,87.58,1.712,6.49,563.0,,0
1145,MQ-0082,Norte,tl120,noche,35.0,6598.0,2,62.12,2.39,6.59,476.7,,0
3027,MQ-0081,Sur,TL-90,mañana,19.0,3613.0,1,57.88,2.144,6.96,531.9,,0
1209,MQ-0105,Este,xr350,tarde,35.0,5930.0,3,60.53,0.946,6.02,478.2,,0
2416,MQ-0061,Este, XR-200 ,tarde,32.0,3484.0,1,71.23,12.213,6.61,453.9,7687.03,1
928,MQ-0133,Sur,TL-120,mañana,35.0,6264.0,0,83.87,2.978,7.03,661.2,,0
3234,MQ-0092,Sur,XR-350,noche,39.0,4386.0,1,82.05,,6.3,559.1,3009.32,1
2291,MQ-0084,Norte,XR-200,mañana,46.0,6191.0,8,57.82,3.675,6.08,525.6,,0
3475,MQ-0127,Este,TL-90,noche,9.0,50.0,1,76.34,4.684,7.05,473.6,1767.54,1
1194,MQ-0170,Norte,XR-350,tarde,26.0,4786.0,3,67.41,2.306,5.86,483.3,,0
3478,MQ-0052,Este,TL-90,tarde,46.0,6828.0,1,78.15,0.821,7.12,635.0,,0
3882,MQ-0106,Este,XR-350,mañana,17.0,4219.0,0,63.28,2.535,6.85,464.4,,0
929,MQ-0024,Sur,TL-90,noche,62.0,8451.0,3,66.39,2.976,5.79,431.3,2600.15,1
2694,MQ-0126,Oeste,xr350,mañana,33.0,4725.0,2,60.48,3.226,5.99,455.0,,0
3015,MQ-0148,Oeste,XR-200,tarde,37.0,7282.0,5,63.93,1.771,5.94,,,0
244,MQ-0089,Oeste,XR-350,mañana,68.0,12831.0,4,87.78,3.65,4.99,843.6,2488.06,1
1906,MQ-0155,Norte,TL-90,mañana,28.0,4017.0,1,67.91,3.158,6.2,449.5,,0
2212,MQ-0009,Oeste,TL-90,tarde,48.0,9707.0,2,84.16,2.191,5.95,717.4,,0
1662,MQ-0146,Norte,XR-200,tarde,48.0,8168.0,3,63.4,2.72,6.73,516.5,,0
3967,MQ-0172,Sur,xr350,tarde,36.0,5032.0,2,62.04,2.026,6.53,477.5,,0
3195,MQ-0177,Sur,XR-200,tarde,58.0,7698.0,5,86.05,4.304,6.25,755.4,,0
370,MQ-0165,Norte,TL 120,mañana,31.0,6200.0,1,84.69,1.739,7.35,683.0,,0
457,MQ-0041,Este,XR-200,mañana,43.0,4983.0,2,86.41,1.593,5.95,553.7,,0
3186,MQ-0024,Sur,XR-350,noche,51.0,8289.0,2,67.85,2.473,6.96,557.9,,0
284,MQ-0114,Norte,XR-350,mañana,9.0,50.0,0,59.21,2.187,5.61,408.5,,0
3310,MQ-0145,Norte,TL-90,mañana,39.0,6926.0,0,,,4.42,593.4,,0
4040,MQ-0055,Este,BM-500,mañana,90.0,10632.0,1,82.98,1.38,7.98,757.6,,0
3698,MQ-0077,Este,XR-200,tarde,42.0,7765.0,1,65.38,1.145,6.45,492.5,,0
2100,MQ-0044,Norte,XR-200,tarde,82.0,9882.0,4,59.86,2.204,6.98,555.1,,0
1778,MQ-0113,Norte,TL-120,mañana,32.0,2966.0,0,64.23,2.208,7.79,,,0
315,MQ-0056,Oeste,TL-120,mañana,75.0,11361.0,6,79.8,1.174,6.25,737.0,,0
774,MQ-0157,Sur,TL-90,mañana,12.0,3526.0,0,62.95,1.338,6.71,426.6,,0
256,MQ-0116,Este,TL-120,tarde,29.0,3021.0,0,65.86,1.838,7.91,,,0
1311,MQ-0129,Norte,TL-120,noche,60.0,6290.0,4,68.14,,6.23,485.9,,0
1741,MQ-0101,Oeste,TL-90,tarde,27.0,7034.0,0,69.29,1.807,-1.0,615.5,,0
3733,MQ-0032,Norte,BM-500,tarde,26.0,6478.0,1,84.01,3.167,6.99,716.6,,0
2124,MQ-0148,Oeste,TL-120,tarde,80.0,9664.0,3,66.77,2.277,5.27,610.3,,0
1683,MQ-0063,Oeste,XR-200,tarde,37.0,5720.0,1,78.59,1.48,6.23,686.1,,0
573,MQ-0034,Sur,tl90,noche,35.0,5267.0,2,78.71,1.49,6.54,567.2,,0
446,MQ-0061,Este,XR-350,mañana,65.0,11455.0,3,71.21,2.311,6.75,635.1,,0
986,MQ-0032,Sur,TL-90,tarde,20.0,2396.0,1,63.76,1.448,5.13,517.3,,0
3875,MQ-0049,Norte,XR-350,noche,11.0,2308.0,0,81.02,2.919,6.4,681.7,,0
4095,MQ-0158,Este,BM-500,tarde,51.0,9246.0,0,83.72,0.485,6.93,677.5,,0
3767,MQ-0012,Norte,XR-200,tarde,7.0,466.0,0,67.81,1.514,6.72,439.1,,0
3494,MQ-0141,Norte,xr200,noche,12.0,252.0,0,60.34,1.134,6.83,380.0,,0
3309,MQ-0149,Este,TL-90,mañana,50.0,10917.0,2,61.46,2.867,6.05,684.1,,0
3360,MQ-0145,Norte,XR-350,mañana,34.0,3970.0,2,60.33,1.498,7.97,454.4,,0
1991,MQ-0049,Este,XR-200,mañana,65.0,7692.0,1,85.48,1.507,7.69,598.8,,0
2186,MQ-0046,Sur,tl120,mañana,67.0,8924.0,3,68.95,2.588,6.55,,,0
3917,MQ-0144,Oeste,XR-350,noche,67.0,12989.0,4,59.95,1.637,7.0,652.0,,0
3620,MQ-0073,Oeste,TL-90,tarde,31.0,4413.0,2,78.14,1.943,6.0,545.2,,0
4170,MQ-0154,Este,XR-350,mañana,18.0,218.0,2,61.7,1.404,6.62,287.1,,0
376,MQ-0149,Norte,XR-350,tarde,49.0,6935.0,0,60.6,2.687,5.24,481.2,,0
3351,MQ-0052,Este,XR-350,noche,19.0,2976.0,2,67.91,,7.35,510.7,,0
1390,MQ-0133,Este,TL-90,mañana,55.0,11752.0,2,61.0,1.752,5.3,,,0
692,MQ-0034,Sur,XR-200,noche,42.0,5257.0,3,60.95,2.048,5.59,347.2,,0
1298,MQ-0105,Sur,XR 200,mañana,24.0,1905.0,1,70.06,1.665,6.03,453.3,,0
3025,MQ-0073,Norte,XR-200,noche,17.0,1713.0,1,70.79,1.291,5.69,597.6,,0
2221,MQ-0180,Norte,xr200,mañana,19.0,4152.0,1,68.04,0.8,6.18,506.3,,0
1672,MQ-0007,Sur,BM-500,noche,13.0,520.0,1,86.65,1.924,5.72,636.5,,0
2174,MQ-0158,Sur,XR-350,tarde,55.0,9224.0,2,80.98,1.952,6.6,769.4,,0
4087,MQ-0035,Oeste,xr350,noche,34.0,8092.0,1,60.83,2.004,6.2,581.7,,0
985,MQ-0029,Oeste,TL-90,tarde,33.0,4613.0,1,83.64,2.03,6.83,529.9,,0
2144,MQ-0126,Sur,TL-90,mañana,14.0,566.0,2,87.74,2.54,6.34,504.1,,0
1802,MQ-0168,Norte,BM-500,mañana,15.0,135.0,1,62.09,2.173,7.24,358.3,,0
3005,MQ-0055,Este,XR-350,tarde,10.0,4531.0,0,84.56,1.864,6.04,590.9,,0
4144,MQ-0031,Este,tl90,tarde,59.0,10629.0,6,81.72,1.512,6.23,706.3,,0
137,MQ-0080,Oeste,XR 200,tarde,34.0,7782.0,1,82.87,2.078,5.87,696.9,,0
547,MQ-0125,Sur,TL-90,tarde,60.0,12498.0,5,70.69,1.882,5.99,627.0,,0
1796,MQ-0045,Oeste,TL-90,noche,36.0,2521.0,0,61.69,,7.02,382.5,,0
3676,MQ-0089,Norte,XR-200,mañana,38.0,8230.0,1,,1.949,4.91,631.0,,0
3722,MQ-0030,Oeste,BM-500,noche,36.0,2348.0,3,65.85,1.414,6.33,,,0
3438,MQ-0167,Norte,XR-350,noche,76.0,15078.0,5,86.33,2.6,5.6,829.3,,0
191,MQ-0020,Este,TL-120,noche,43.0,8537.0,0,62.38,2.165,6.61,539.8,,0
2910,MQ-0097,Sur,XR-350,tarde,46.0,6197.0,2,62.94,2.809,6.13,524.3,,0
4065,MQ-0041,Sur,XR-350,mañana,87.0,16523.0,3,60.86,0.95,5.89,701.3,,0
4076,MQ-0145,Este,BM-500,mañana,45.0,9701.0,4,62.29,1.868,4.76,576.8,,0
933,MQ-0009,Oeste,XR-200,mañana,9.0,469.0,0,67.58,3.0,5.72,447.5,,0
2904,MQ-0166,Sur,TL-120,tarde,80.0,11394.0,2,79.3,2.067,6.67,787.2,,0
3123,MQ-0041,Sur,tl120,tarde,73.0,10074.0,1,82.85,3.088,6.54,638.7,3024.2,1
2788,MQ-0097,Este,TL-120,mañana,54.0,9879.0,1,79.14,2.966,6.47,755.4,,0
3178,MQ-0166,Este,xr200,noche,56.0,6326.0,2,65.97,0.865,6.27,460.0,,0
126,MQ-0090,Norte,XR-200,tarde,47.0,5599.0,2,70.41,1.471,5.22,612.2,,0
2377,MQ-0036,Oeste,XR-350,mañana,52.0,11893.0,2,64.52,2.504,7.54,669.0,,0
3894,MQ-0134,Este,TL-90,tarde,38.0,6335.0,3,67.41,1.091,5.95,549.3,,0
2753,MQ-0180,Oeste,TL-90,tarde,34.0,5983.0,1,86.88,7.417,6.01,607.3,1660.89,1
2226,MQ-0085,Sur,tl90,noche,53.0,4681.0,2,61.77,2.171,6.68,453.8,,0
3548,MQ-0071,Este,TL-90,tarde,51.0,11313.0,2,83.64,1.553,5.27,751.2,,0
3408,MQ-0007,Este,BM-500,mañana,28.0,3549.0,1,65.28,2.49,6.03,461.4,,0
3531,MQ-0072,Norte,xr350,mañana,41.0,5307.0,4,75.86,1.443,5.3,,2181.6,1
3925,MQ-0121,Sur,XR-350,mañana,44.0,5724.0,3,68.75,1.963,6.54,,,0
1902,MQ-0174,Sur,XR-200,noche,77.0,10677.0,1,85.57,,5.91,729.1,,0
1159,MQ-0166,Norte, XR-200 ,tarde,46.0,4224.0,0,66.55,1.895,6.43,454.9,,0
3951,MQ-0118,Norte, XR-200 ,tarde,25.0,4457.0,2,69.77,1.472,6.49,498.2,,0
700,MQ-0043,Este,XR-200,noche,40.0,7378.0,2,68.77,,5.89,615.8,,0
2886,MQ-0088,Sur,XR 350,mañana,48.0,10483.0,4,63.4,0.589,5.61,560.3,,0
2410,MQ-0114,Oeste,XR-200,mañana,59.0,10098.0,2,68.23,2.175,6.47,582.9,,0
3383,MQ-0128,Este,TL-120,tarde,27.0,2751.0,1,62.51,2.052,5.81,386.9,,0
2506,MQ-0072,Norte,TL-120,mañana,24.0,871.0,1,67.25,2.355,5.94,432.2,,0
1869,MQ-0157,Sur,TL-90,mañana,30.0,6500.0,0,62.22,2.022,5.54,561.5,,0
135,MQ-0157,Sur,XR-350,tarde,15.0,50.0,1,67.69,1.561,6.91,399.5,,0
2396,MQ-0146,Oeste,XR-350,noche,25.0,3641.0,0,65.73,,6.26,516.1,,0
393,MQ-0089,Este,XR-200,tarde,11.0,653.0,0,68.62,1.673,7.07,451.3,1740.91,1
141,MQ-0063,Este,XR 200,tarde,20.0,6438.0,0,64.46,1.622,5.5,548.4,,0
2699,MQ-0042,Oeste,XR-200,mañana,41.0,5240.0,3,77.62,1.27,5.8,597.9,,0
508,MQ-0054,Norte,XR-350,noche,27.0,4933.0,2,62.18,,6.37,,,0
2924,MQ-0051,Este,XR-350,mañana,26.0,5185.0,1,67.79,2.543,6.65,,,0
245,MQ-0110,Sur,TL-120,tarde,112.0,20037.0,3,60.06,,4.86,785.6,,0
3667,MQ-0067,Norte,XR-200,mañana,23.0,2680.0,2,87.32,1.741,6.27,528.3,,0
1556,MQ-0129,Norte,BM-500,mañana,48.0,11532.0,3,,2.011,6.54,834.7,,0
3614,MQ-0086,Norte,TL-90,noche,60.0,11734.0,3,71.17,1.583,7.19,675.9,,0
3260,MQ-0061,Sur, TL-90 ,noche,37.0,8293.0,2,65.03,1.544,6.94,581.6,,0
301,MQ-0152,Sur,BM-500,noche,24.0,3345.0,2,65.65,2.283,6.7,438.3,,0
1540,MQ-0020,Sur, XR-350 ,mañana,44.0,6499.0,1,84.39,1.626,5.64,676.2,,0
3890,MQ-0088,Este,TL-120,noche,87.0,13013.0,2,64.82,1.901,6.59,686.1,,0
3391,MQ-0145,Sur,XR-350,mañana,19.0,4772.0,1,62.93,1.703,-1.0,529.7,,0
828,MQ-0074,Norte,TL-90,tarde,57.0,10902.0,4,65.21,3.393,5.18,549.2,,0
1874,MQ-0066,Oeste,XR-200,mañana,17.0,4090.0,2,90.37,1.571,6.02,686.4,,0
4219,MQ-0154,Sur,TL-120,noche,31.0,5930.0,1,81.26,1.323,5.92,566.2,,0
2446,MQ-0169,Norte,XR-350,mañana,36.0,7071.0,3,86.05,2.217,5.96,667.1,,0
2417,MQ-0051,Norte,TL-90,mañana,26.0,5051.0,1,66.53,1.783,6.27,462.2,,0
3090,MQ-0137,Este,XR-350,mañana,32.0,5029.0,2,62.62,1.6,-1.0,513.7,,0
1786,MQ-0050,Este,XR-200,tarde,20.0,3360.0,0,62.44,1.638,5.92,504.1,,0
2514,MQ-0015,Sur,TL-120,mañana,34.0,5247.0,0,61.82,0.835,6.87,556.9,,0
1451,MQ-0144,Norte, TL-90 ,tarde,37.0,8573.0,2,81.51,1.29,6.44,723.6,,0
2168,MQ-0059,Oeste,XR-350,mañana,28.0,443.0,0,87.07,1.508,5.18,489.7,,0
3919,MQ-0060,Este,XR-350,tarde,38.0,4971.0,1,79.56,1.762,6.64,643.3,,0
3348,MQ-0098,Norte,XR-350,noche,34.0,2271.0,1,76.63,1.588,5.72,542.6,,0
2555,MQ-0130,Sur,XR-200,mañana,21.0,2494.0,2,62.2,2.672,6.06,492.7,,0
2171,MQ-0035,Oeste,XR-350,tarde,38.0,9599.0,4,83.23,1.517,6.69,743.5,,0
2614,MQ-0092,Norte,TL-120,tarde,93.0,15739.0,6,65.63,1.263,6.54,756.0,,0
1893,MQ-0155,Norte,XR-200,mañana,30.0,5427.0,0,70.39,2.625,6.53,450.1,,0
542,MQ-0037,Norte,bm500,mañana,49.0,3828.0,3,63.92,2.644,5.65,464.6,,0
898,MQ-0068,Norte,XR 200,noche,48.0,7219.0,3,80.32,,6.8,682.3,,0
3427,MQ-0079,Norte,TL-90,noche,63.0,12033.0,2,68.01,,6.22,593.0,,0
1592,MQ-0047,Este,XR-350,mañana,21.0,2902.0,1,57.71,3.657,7.43,411.6,,0
1860,MQ-0122,Oeste,TL-120,tarde,42.0,8482.0,1,81.27,2.23,6.97,650.0,,0
10,MQ-0079,Oeste,tl90,tarde,126.0,19609.0,7,81.24,1.674,5.13,956.1,,0
3049,MQ-0166,Norte,TL-90,mañana,27.0,5015.0,2,63.03,1.416,5.71,456.8,,0
2403,MQ-0076,Sur,TL-120,tarde,19.0,50.0,1,59.65,2.542,5.47,277.4,,0
2278,MQ-0070,Norte,TL-90,tarde,17.0,5409.0,0,82.35,2.298,6.29,,2519.12,1
2784,MQ-0158,Oeste,XR-350,tarde,19.0,50.0,0,69.11,2.577,7.24,507.5,,0
737,MQ-0145,Sur,XR-200,noche,25.0,2342.0,0,85.75,,6.44,604.8,,0
1920,MQ-0113,Este,TL-120,mañana,32.0,3993.0,0,82.6,0.666,6.17,635.3,,0
1490,MQ-0005,Oeste,XR-350,noche,19.0,4173.0,1,80.65,1.495,5.38,550.9,3988.22,1
340,MQ-0005,Este,BM-500,mañana,7.0,50.0,0,76.67,13.053,7.21,367.2,4276.55,1
316,MQ-0143,Norte,XR-200,tarde,32.0,4742.0,2,76.64,5.635,5.06,591.9,2880.46,1
4060,MQ-0172,Norte,BM-500,tarde,53.0,10403.0,1,62.39,1.444,7.18,625.2,,0
2538,MQ-0151,Este,XR-200,noche,21.0,605.0,1,67.59,1.851,6.16,411.1,,0
2384,MQ-0107,Norte,XR-200,mañana,34.0,7211.0,2,64.1,1.404,6.22,549.4,,0
2593,MQ-0154,Este,BM-500,tarde,23.0,3235.0,0,63.14,2.27,6.07,358.7,,0
4080,MQ-0081,Sur,XR-200,mañana,33.0,2994.0,1,68.41,1.997,6.9,492.8,,0
2611,MQ-0056,Norte,TL-90,mañana,30.0,3521.0,3,63.65,1.642,5.81,491.3,,0
2015,MQ-0011,Norte,XR-350,tarde,22.0,1245.0,2,88.01,1.744,6.35,643.9,8269.12,1
803,MQ-0004,Sur,XR-350,mañana,33.0,5923.0,3,87.64,1.28,6.94,657.8,,0
2578,MQ-0102,Este,XR-350,mañana,27.0,5665.0,2,62.07,2.527,5.23,491.4,,0
2379,MQ-0097,Este,XR-350,noche,29.0,1870.0,1,65.81,,7.41,415.5,,0
3963,MQ-0030,Este,TL-90,mañana,29.0,5373.0,0,77.48,1.834,5.01,706.3,,0
207,MQ-0119,Norte,xr350,tarde,50.0,10535.0,4,82.27,1.207,5.55,752.8,,0
1580,MQ-0089,Norte,TL-90,noche,142.0,23446.0,3,83.0,2.689,7.29,962.0,,0
4015,MQ-0006,Sur,TL-90,noche,33.0,6033.0,2,64.85,,5.58,400.7,,0
2640,MQ-0016,Oeste,BM-500,tarde,78.0,15216.0,5,61.78,2.242,7.1,685.1,,0
1620,MQ-0054,Norte,XR-200,mañana,80.0,14783.0,0,82.1,1.56,6.89,852.0,,0
4081,MQ-0054,Norte,bm500,mañana,45.0,6803.0,3,87.06,1.019,7.27,692.6,,0
3659,MQ-0116,Norte, XR-350 ,mañana,39.0,6645.0,2,79.35,1.461,5.81,680.4,,0
4199,MQ-0151,Este,TL-120,mañana,30.0,5910.0,3,,7.063,6.27,646.6,2838.86,1
548,MQ-0161,Oeste,tl120,noche,68.0,11102.0,4,83.43,1.254,5.19,,4680.49,1
1141,MQ-0122,Sur,TL-120,mañana,35.0,4210.0,0,63.41,3.451,6.83,554.6,,0
1499,MQ-0171,Norte,xr200,mañana,88.0,16640.0,3,81.99,4.297,6.67,859.7,,0
593,MQ-0117,Sur,XR-350,tarde,36.0,6258.0,1,81.4,2.147,4.79,638.2,,0
572,MQ-0098,Norte,XR-200,tarde,13.0,1663.0,1,81.71,2.479,6.23,495.2,,0
119,MQ-0029,Norte,tl90,mañana,38.0,7027.0,2,67.24,0.706,4.93,525.8,,0
1307,MQ-0059,Oeste,XR-200,noche,26.0,3661.0,3,64.36,2.389,6.2,492.2,5298.11,1
196,MQ-0092,Sur,xr350,noche,21.0,5400.0,0,68.31,2.074,5.26,621.0,,0
3241,MQ-0065,Sur,tl90,noche,17.0,3838.0,3,65.17,1.635,5.28,491.6,,0
859,MQ-0023,Sur,XR-200,noche,70.0,12916.0,3,59.35,1.236,6.81,654.9,,0
1962,MQ-0080,Norte,TL-90,tarde,43.0,9075.0,2,65.41,1.682,6.86,657.3,,0
1679,MQ-0039,Norte,TL-120,mañana,29.0,5687.0,0,81.48,2.05,5.64,737.9,,0
869,MQ-0005,Sur,xr350,tarde,122.0,19016.0,0,56.98,3.271,7.13,658.2,,0
1701,MQ-0125,Norte,XR 350,mañana,29.0,6751.0,0,66.26,2.559,6.05,565.0,,0
297,MQ-0040,Oeste,XR-200,mañana,49.0,10171.0,5,82.32,1.602,6.43,658.2,,0
4061,MQ-0003,Norte,TL-120,mañana,27.0,8277.0,2,65.57,2.818,6.55,589.8,,0
277,MQ-0009,Sur,XR 200,tarde,76.0,10160.0,5,67.49,4.517,5.55,657.8,3406.45,1
2806,MQ-0143,Oeste,XR-200,noche,35.0,7097.0,0,86.39,2.494,6.16,631.1,,0
3998,MQ-0112,Sur,BM-500,tarde,70.0,9219.0,1,64.82,1.73,5.04,632.4,,0
4066,MQ-0118,Norte,tl90,noche,33.0,8131.0,4,65.69,1.521,5.63,564.0,,0
3512,MQ-0165,Sur,xr350,mañana,54.0,9053.0,0,83.07,2.385,6.09,608.5,,0
2937,MQ-0163,Sur,tl90,mañana,21.0,4317.0,1,78.69,0.974,6.15,618.6,,0
3319,MQ-0087,Sur,TL 120,noche,77.0,9533.0,4,65.59,1.114,5.95,655.4,,0
189,MQ-0058,Norte,XR-200,noche,36.0,6376.0,2,80.72,1.736,6.25,546.9,,0
1724,MQ-0148,Sur,XR-350,tarde,16.0,2189.0,1,62.48,1.271,5.92,438.2,,0
2669,MQ-0043,Este,XR-350,tarde,15.0,4309.0,0,58.75,1.284,5.45,484.6,,0
1135,MQ-0093,Este,TL-90,mañana,44.0,8628.0,1,66.51,2.354,5.46,507.3,,0
2400,MQ-0045,Sur,XR-350,noche,26.0,4317.0,0,62.32,2.31,7.17,505.5,,0
496,MQ-0052,Sur,TL 120,mañana,53.0,8129.0,1,67.12,1.359,6.27,545.6,,0
2877,MQ-0166,Norte,XR-200,mañana,10.0,1134.0,0,75.08,2.498,6.88,487.1,,0
3152,MQ-0052,Sur,XR-350,tarde,33.0,3075.0,0,65.67,1.33,7.43,,,0
581,MQ-0044,Este,TL 120,mañana,79.0,14332.0,3,71.45,2.355,5.45,796.9,,0
1256,MQ-0098,Sur,XR-200,tarde,40.0,6779.0,2,59.67,2.292,6.32,,3964.08,1
4043,MQ-0004,Sur,XR 350,tarde,26.0,4407.0,1,65.21,0.984,5.61,527.8,,0
2906,MQ-0008,Este,TL-120,mañana,48.0,4869.0,2,81.11,1.336,6.77,631.5,,0
3766,MQ-0114,Norte,XR-200,mañana,105.0,18456.0,3,62.35,1.851,6.75,739.7,,0
232,MQ-0062,Este,XR-350,mañana,27.0,8158.0,0,61.2,1.062,6.59,633.4,,0
3777,MQ-0083,Sur,TL 120,mañana,10.0,4354.0,0,64.43,1.481,6.57,383.0,,0
2653,MQ-0093,Norte,TL-120,tarde,88.0,16871.0,5,64.22,1.919,5.59,735.0,,0
1292,MQ-0141,Norte,XR-200,tarde,55.0,5562.0,3,65.02,1.259,6.83,576.2,,0
285,MQ-0017,Sur,XR-350,mañana,49.0,7425.0,2,51.31,1.982,5.36,358.2,,0
1465,MQ-0023,Norte,xr350,tarde,25.0,4335.0,1,72.77,11.264,-1.0,486.6,12675.09,1
891,MQ-0158,Norte,XR-200,noche,39.0,8103.0,1,66.36,1.737,6.22,,,0
2818,MQ-0161,Sur,XR-200,tarde,30.0,7195.0,0,59.39,2.128,5.83,534.9,,0
2218,MQ-0172,Este,xr350,mañana,15.0,1046.0,0,999.0,1.43,5.55,454.2,,0
4123,MQ-0105,Oeste,XR-350,tarde,33.0,5226.0,1,59.53,0.953,6.7,478.4,,0
1459,MQ-0101,Sur,XR-200,mañana,49.0,8885.0,4,81.93,2.906,7.11,688.6,,0
3469,MQ-0175,Este,XR-350,mañana,30.0,4657.0,0,58.43,1.719,4.95,373.5,,0
280,MQ-0119,Este,XR-200,mañana,45.0,6071.0,2,61.21,1.877,6.21,511.2,,0
2064,MQ-0020,Norte,XR-200,tarde,22.0,3789.0,3,64.42,1.603,6.49,527.3,,0
789,MQ-0053,Este,XR-350,noche,28.0,3852.0,2,63.65,1.82,6.07,498.2,,0
